"Transfer will cause future entries to have negative stock.",,
"Travel Expenses","مصاريف السفر",
"Trial Balance","ميزان المراجعة",
Tu,,
Type,النوع,
"Type to search...","اكتب حتى يتم البحث",
UOM,,
"UOM Conversion Item",,
"UOM Conversions",,
Unit,الوحدة,
"Unit Type","نوع الوحدة",
Unpaid,"غير مدفوعة الأجر",
"Unpaid ${0}",,
"Unsecured Loans","قروض غير مضمونة",
"Until Date","حتى تاريخ",
"Use Full Width",,
"Use List Filters",,
"User Remark","ملاحظة المستخدم",
"Utility Expenses","نفقات المرافق",
"Validation Error",,
"Valuation Method",,
Value,القيمة,
"Value missing for ${0}","القيمة مفقودة لـ ${0}",
"Value: ${0}",,
Version,,
View,,
"View Accounting Entries",,
"View Paid Invoices",,
"View Purchases","عرض المشريات",
"View Sales","عرض  المبيعات",
"View Stock Entries",,
"View Unpaid Invoices",,
"View linked entries",,
We,,
"Welcome to Frappe Books","مرحبًا بكم في Frappe Books",
"Width (in cm)",,
"Write Off",شطب,
"Write Off Account","شطب الحساب",
"Write Off Account ${0} does not exist. Please set Write Off Account in General Settings",,
"Write Off Account not set. Please set Write Off Account in General Settings","شطب الحساب لم يتم تعيينه. يرجى تعيين حساب الشطب في الإعدادات العامة",
"Write Off Entry",,
Yearly,سنوي,
Years,سنوات,
Yellow,اصفر,
Yes,نعم,
"check values and click on",,
"in Batch ${0}",,
john@doe.com,,
<<<<<<< HEAD
"to apply changes",,
=======
reports,"تقارير",
setup,"تثبيت",
"verify the imported data and click on","تحقق من البيانات المستوردة وانقر فوق",
Inventory,المخازن,
"Stock Movement"," حركة المخزون",
Shipment," الشحن ",
Purchase Receipt," ايصال  الشراء  ",
"Stock Ledger","دفتر الجرد الرئيسي للمخزون ",
"Stock Balance"," رصيد المخزون  ",
Balance Qty.,"الكمية المتبقية",
Balance Value,"القيمة المتبقية",
Opening Qty.,"الكمية الاولية",
Opening Value,"القيمة الافتتاحية",
"In Qty.","الكمية المستلمة",
In Value,"القيمة المستلمة",
Out Qty.,"الكمية المنصرفة",
Out Qty.,"الكمية المنصرفة",
"Out Value","الكمية المنصرفة",
"Valuation rate","القيمة الاجمالية",
Stock Movement No," رقم حركة في المخزون  ",
New Entry," ادخال جديد ",
Price List," قائمة الاسعار "
Purchase Invoices," فاتورة مشتريات ",
Purchase Invoice," فاتورة مشتريات ",
Purchase Payments," مدفوعات المشتريات ",
Shipment," الشحن ",
Base Grand Total," اجمالي المبلغ  ",
Make Entry," ادخال جديد  ",
Product,"منتج ",
Defaults,"الاعدادات الافتراضية ",
Import Wizard," استيراد البيانات",
Print Templates," قوالب الطباعة",
Unit," قطعة",
Track Item," تتبع المخزون",
Barcode," الباركود",
Unit," قطعة",
Sales Acc.," حساب المبيعات",
Discount Account," حساب الخصم",
Purchase Acc.," حساب المبيعات",
Enable Inventory," تفعيل المخزون",
Enable Discount Accounting," تفعيل حساب الخصم",
Enable Price List," تفعيل قائمة الاسعار",
Discounts," الخصومات",
Valuation Method," طريقة تقييم المخزون",
Default Location," الموقع الافتراضي",
Features," الخصائص",
Stock In Hand Acc.," حساب المخزون في متناول اليد",
Stock Received But Not Billed Acc.," حساب استلام المخزون من المورد ولم يتم إصدار فاتورة ",
Cost Of Goods Sold Acc.," حساب تكلفة البضاعة المباعة ",
Enable UOM Conversion," تفعيل إمكانية تحويل وحدات القياس",
Auto Payments," خاصية الدفع التلقائي",
Sales Payment Account," حساب دفع المبيعات",
Purchase Payment Account," حساب دفع المشتريات",
Auto Stock Transfer," خاصية نقل المنتجات تلقائيًا بين المخازن",
Shipment Location," موقع شحن البضاعة",
Purchase Receipt Location," موقع استلام المشتريات",
Sales Invoice Number Series," تسلسل فاتورة المبيعات",
Purchase Invoice Number Series," تسلسل فاتورة المشتريات",
Journal Entry Number Series," تسلسل القيود اليومية",
Payment Number Series," تسلسل المدفوعات",
Stock Movement Number Series," تسلسل تنقلات المخزون",
Shipment Number Series," تسلسل  شحن المخزون",
Purchase Receipt Number Series," تسلسل  استلام المشتريات",
Sales Invoice Terms," شروط فاتورة المبيعات",
Purchase Invoice Terms," شروط فاتورة المشتريات",
Shipment Terms," شروط شحن البضائع",
Purchase Receipt Terms," شروط استلام المشتريات",
Stores," المخازن",
Stock Movement No.," رقم تنقلات المخزون ",
Movement Type," نوع التنقل ",
Transfer No," رقم نقل الشحنة",
Shortcuts,"  الاختصارات",
Ref Type,"  نوع المصدر",
Include Cancelled,"  يتضمن الملغي",
Ascending Order,"  ترتيب تصاعدي",
Group By,"  تجميع حسب",
General Ledger,"  الاستاذ العام",
Amounts,"  المجموع",
References,"  المرجع",
Attachment,"  المرفقات",
Add attachment,"  أضف مرفق",
Enable Serial Number,"  تفعيل السريال نمبر",
Enable Batches,"  تفعيل الباتش نمبر",
Enable Barcodes,"  تفعيل الباركود",
Contacts,"  بيانات الاتصال",
Customizations,"  التهيئة",
Sales Invoice Print Template,"  قالب الطابعة فاتورة المبيعات ",
Purchase Invoice Print Template,"  قالب الطابعة فاتورة المشتريات",
Journal Entry Print Template,"  قالب الطابعة القيود اليومية",
Payment Print Template,"  قالب الطابعة المدفوعات",
Shipment Print Template,"  قالب الطابعة شحن البضائع",
Purchase Receipt Print Template,"  قالب الطابعة استلام المشتريات",
Stock Movement Print Template,"  قالب الطابعة تنقلات المخزون",
Dashboard,"لوحة القيادة",
General Ledger,"تقرير الاستاذ العام",
Profit And Loss,"تقرير الربح والخسارة",
Balance Sheet,"تقرير الميزانية",
Trial Balance,"تقرير ميزان المراجعة",
Hide Group Amounts,"إخفاء مجاميع المبالغ",
Accounting,"الحسابات",
Billing,"عملية الفوترة",
UOM Conversions,"وحدة القياس",
Conversion Factor,"عامل التحويل",
UOM,"وحدة القياس",
Help,"مساعدة",
Number Display,"لغة وعملة النظام",
Template Name,"لغة وعملة النظام",
Minimal - Purchase Invoice,"فاتورة شراء مصغرة ",
Minimal - Sales Invoice,"فاتورة بيع مصغرة ",
Business - Purchase Invoice,"فاتورة شراء  متقدمة ",
Business - Sales Invoice,"فاتورة بيع  متقدمة ",
Basic - Purchase Invoice,"فاتورة شراء   بدائية  ",
Basic - Sales Invoice,"فاتورة بيع  بدائية  ",
Change DB,"تغيير قاعدة البيانات ",
Report Issue,"الابلاغ عن مشكلة  ",
Number of Months,"عدد الاشهر  ",
Enabled,"مفعل  ",
Enabled For,"مفعل  ل ",
Item,"صنف",
>>>>>>> 457559d8de7e33a0668fb8d13fa0a7a5f165629c
